"Curation";"Variable ID";"Variable name";"Variable synonyms";"Context of use";"Growth stage";"Variable status";"Variable Xref";"Institution";"Scientist";"Date";"Language";"Crop";"Trait ID";"Trait name";"Trait class";"Trait description";"Trait synonyms";"Main trait abbreviation";"Alternative trait abbreviations";"Entity";"Attribute";"Trait status";"Trait Xref";"Method ID";"Method name";"Method class";"Method description";"Formula";"Method reference";"Scale ID";"Scale name";"Scale class";"Decimal places";"Lower limit";"Upper limit";"Scale Xref";"Category 1";"Category 2";"Category 3";"Category 4";"Category 5";"Category 6";"Category 7";"Category 8";"Category 9";"Category 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501170;AgrMerit_C_1to9;AgrMerit_1_9;Trial evaluation;;;;T3;Jean-Luc Jannink;30-Nov-20;EN;Wheat;CO_321:0500065;Agronomic merit;Biotic stress traits;A computed metric based on the the weighted values of resistance to various diseases and lodging.;;AgrMerit;;Plant;Agronomic merit;;;CO_321:0500247;Agronomic Merit Computation;Computation;Computation of the agronomic merit score based on the weighted scores of resistance to various diseases and lodging;;;CO_321:0500534;1-9 Agronomic Merit Rating;Ordinal;1;1;9;;1= Low agronomic merit score;2= ;3= ;4= ;5= ;6=;7= ;8= ;9= High agronomic merit score;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501171;CanopyCov_C_UASHub_%;CANOPYCOV_UASHub_%;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500066;Canopy cover;Agronomical traits;The percentage of green canopy cover in the plot;;CanopyCov;;Canopy;Canopy Cover;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0000410;%;Numerical;1;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501172;CanopyHt_C_UASHub_%;CANOPYHT_UASHub_m;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500067;Canopy height;Agronomical traits;The canopy height (95th percentile of plot);;CanopyHt;;Canopy;Canopy Height;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0000813;m;Numerical;2;0;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501173;CanopyHt_C_UASHub_sd;CANOPYHT_UASHub_sd;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500067;Canopy height;Agronomical traits;The canopy height (95th percentile of plot);;CanopyHt;;Canopy;Canopy Height;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500535;standard deviation;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501174;EGI_C_UASHub_idx;EGI_UASHub_index;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500068;Canopy excess green index;Physiological traits;Canopy excess green index obtained from RGB images and commonly used to assess canopy efficiency and health (average of plot);;CanopyEGI;;Canopy;Canopy EGI;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501175;EGI_C_UASHub_sd;EGI_sUASHub_d;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500068;Canopy excess green index;Physiological traits;Canopy excess green index obtained from RGB images and commonly used to assess canopy efficiency and health (average of plot);;CanopyEGI;;Canopy;Canopy EGI;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500535;standard deviation;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501176;NDVI_C_UASHub_idx;NDVI_UASHub_index;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0000301;Canopy normalized difference vegetation index;Physiological traits;Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.;;NDVI;;Canopy;Normalized difference vegetation index;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501177;NDVI_C_UASHub_sd;NDVI_UASHub_sd;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0000301;Canopy normalized difference vegetation index;Physiological traits;Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.;;NDVI;;Canopy;Normalized difference vegetation index;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500535;standard deviation;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501178;NDRE_C_UASHub_idx;NDRE_UASHub_index;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500069;Canopy normalized difference red edge index;Physiological traits;Canopy normalized difference red edge index derived from multi-spectral sensors (red and NIR reflectance) and commonly used to assess canopy health (average of plot);;CanopyNDRE;;Canopy;Canopy NDRE;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501179;NDRE_C_UASHub_sd;NDRE_UASHub_sd;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Mar-22;EN;Wheat;CO_321:0500069;Canopy normalized difference red edge index;Physiological traits;Canopy normalized difference red edge index derived from multi-spectral sensors (red and NIR reflectance) and commonly used to assess canopy health (average of plot);;CanopyNDRE;;Canopy;Canopy NDRE;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500535;standard deviation;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501180;NDVI_C_WGRC_idx;NDVI_WGRC_index;Trial evaluation;;;;T3;Jean-Luc Jannink;23-Aug-22;EN;Wheat;CO_321:0000301;Canopy normalized difference vegetation index;Physiological traits;Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.;;NDVI;;Canopy;Normalized difference vegetation index;;;CO_321:0500249;WGRC NDVI Computation;Computation;Computation of the derived trait index from drone imagery by Kansas State Wheat Genetics Resource Center.  NDVI = (IR-R)/(IR+R).;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501181;NDRE_C_WGRC_idx;NDRE_WGRC_index;Trial evaluation;;;;T3;Jean-Luc Jannink;23-Aug-22;EN;Wheat;CO_321:0500069;Canopy normalized difference red edge index;Physiological traits;Canopy normalized difference red edge index derived from multi-spectral sensors (red and NIR reflectance) and commonly used to assess canopy health (average of plot);;CanopyNDRE;;Canopy;Canopy NDRE;;;CO_321:0500250;WGRC NDRE Computation;Computation;Computation of the derived trait index from drone imagery by Kansas State Wheat Genetics Resource Center.  NDRE = (IR-RE)/(IR+RE).;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501182;GNDVI_C_WGRC_idx;GNDVI_WGRC_index;Trial evaluation;;;;T3;Jean-Luc Jannink;23-Aug-22;EN;Wheat;CO_321:0000961;Canopy green normalized difference vegetation index;Physiological traits;Normalized difference vegetation index is used to measure vegetative greenness and canopy photosynthetic size.;;GNDVI;;Canopy;Normalized difference vegetation index;;;CO_321:0500251;WGRC GNDVI Computation;Computation;Computation of the derived trait index from drone imagery by Kansas State Wheat Genetics Resource Center.  GNDVI = (IR-G)/(IR+G).;;;CO_321:0000421;index;Numerical;0;0;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501183;CV_C_UASHub_m3;CV_UASHub_m3;Trial evaluation;;;;T3;Jean-Luc Jannink;23-Aug-22;EN;Wheat;CO_321:0500070;Crop volume;Agronomical traits;Measurement of crop volume using canopy height and ground cover;;CropVolume;;Canopy;Crop Volume;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500536;m3;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501184;CV_C_UASHub_sd;CV_UASHub_sd;Trial evaluation;;;;T3;Jean-Luc Jannink;23-Aug-22;EN;Wheat;CO_321:0500070;Crop volume;Agronomical traits;Measurement of crop volume using canopy height and ground cover;;CropVolume;;Canopy;Crop Volume;;;CO_321:0500248;UASHub Trait Computation;Computation;Computation of the derived trait from drone imagery by Texas A&M UASHub;;;CO_321:0500535;standard deviation;Numerical;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501185;GrnAsh_M_AACC_pct;GRNASH_AACC_pct;Trial evaluation;;;;T3;Jean-Luc Jannink;14-Oct-22;EN;Wheat;CO_321:0500025;Grain ash content;Quality traits;Grain ash concentration;;GrnAsh;;Grain;Grain ash;;;CO_321:0500252;Grain Ash Measurement - Flour Combustion;Measurement;Measurement of percent ash using flour combustion method (AACC Method 08-01).;;;CO_321:0000410;%;Numerical;1;0;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501186;CanopyTemp_HH_M_c;CANOPYTEMP_HH_c;Trial evaluation;;;;T3;Jean-Luc Jannink;08-Nov-22;EN;Wheat;CO_321:0000193;Canopy temperature;Physiological traits;The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.;;CT;CanoTemp, CanTemp;Canopy;Temperature;;;CO_321:0500253;CanopyTemp HH Measurement;Measurement;Canopy temperature measured using a hand-held infrared thermometer.;;;CO_321:0500523;celcius;Numerical;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501187;CanopyTemp_UAS_M_c;CANOPYTEMP_UAS_c;Trial evaluation;;;;T3;Jean-Luc Jannink;08-Nov-22;EN;Wheat;CO_321:0000193;Canopy temperature;Physiological traits;The surface temperature of the canopy is related to the amount of transpiration resulting in evaporative cooling.;;CT;CanoTemp, CanTemp;Canopy;Temperature;;;CO_321:0500254;CanopyTemp UAS Measurement;Measurement;Canopy temperature measured remotely using an infrared drone camera.;;;CO_321:0500523;celcius;Numerical;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CO_321:0501188;PlntStnd_E_1to4;PLNTSTND_1_4;Trial evaluation;;;;T3;Jean-Luc Jannink;17-nov-22;EN;Wheat;CO_321:0000187;Plant stand;Agronomical traits;Plant population or plant density.;Plant establishment, Crop stand, Plant density, Plant population;PlntStnd;PStand;Plant;Stand;;;CO_321:0500202;PlntStnd Estimation;Estimation;Estimation of the number of living plants.;;;CO_321:0500537;1-4 density scale;Ordinal;1;;;;1= 25%;2= 50%;3= 75%;4= 100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000003";"ABSN.Z65.Z92_kg/ha";"Post-anthesis nitrogen absorption";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000003";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010001";"Post-anthesis nitrogen absorption ";"Agronomical";;;;"PANU";"plant";"nitrogen";;;"CO_321:1020027";"ABSN.Z92 - ABSN.Z65";"Computation";;"(ABSN.Z92 - ABSN.Z65)";;"UO:0000283";"kg/ha";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000283";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000004";"AE_score";"Anther extrusion";;;;"WIPO:0000004";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010002";"Anther extrusion";"Morphological";;;;;"Anther";"extrusion";;;"CO_321:1021083";"Score estimation";"Estimation";"Score estimation";;;"CO_321:1030002";"1 to 5 note";"Ordinal";;;;;"1=weak extrusion";"5=strong extrusion";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000005";"A-F0(<=10)_%";"Grain with area inferior to 10mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000005";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021082";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000006";"A-F1(<=12)_%";"Grain with area inferior to 12mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000006";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021081";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000007";"A-F2(<=14)_%";"Grain with area inferior to 14mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000007";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021080";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000008";"A-F3(<=16)_%";"Grain with area inferior to 16mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000008";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021079";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000009";"A-F4(<=18)_%";"Grain with area inferior to 18mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000009";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021078";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000010";"A-F5(<=20)_%";"Grain with area inferior to 20mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000010";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021077";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000011";"A-F6(<=22)_%";"Grain with area inferior to 22mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000011";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021076";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000012";"A-F7(<=24)_%";"Grain with area inferior to 24mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000012";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021075";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000013";"A-F8(<=26)_%";"Grain with area inferior to 26mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000013";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021074";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000014";"A-F9(<=28)_%";"Grain with area inferior to 28mm2";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000014";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010003";"Grain area";"Morphological";;;;;"grain";"area";;;"CO_321:1021073";"Automated grain physical analysis";"Measurement";"Unavailable method description";;;"UO:0000187";"%";"Numerical";;;;"http://purl.obolibrary.org/obo/UO_0000187";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000015";"AGDM_g/m2";"Above-ground dry matter per area";;;;"WIPO:0000015";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:0000005";"Aboveground biomass";"Agronomical traits";"All above-ground biomass.";"Biological yield, All above-ground biomass at maturity, Above-ground dry matter";"BM";"AGBM, BMMat, BIOMAS";"Plant";"Aboveground biomass at maturity";;"WIPO:0010004";"CO_321:1020018";"Direct measure";"Measurement";;;;"CO_321:1030003";"g/m2";"Numerical";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000016";"AGDM.Z65.Z92_t/ha";"Post-anthesis dry matter assimilation";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000016";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010100";"Post-anthesis dry matter assimilation";"Agronomical";" (AGDM.Z92 - AGDM.Z65)";;;;"Plant";"Aboveground biomass";;;"CO_321:1021072";"Dry Matter assimilation ratio";"Estimation";"(AGDM.Z92 - AGDM.Z65)";;;"CO_321:1030003";"g/m2";"Numerical";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000018";"AGDM.Z92_g/m2";"Above-ground dry matter per area at harvest";;"Z92 (Grain hard, not dented by thumbnail)";;"WIPO:0000018";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:0000005";"Aboveground biomass";"Agronomical traits";"All above-ground biomass.";"Biological yield, All above-ground biomass at maturity, Above-ground dry matter";"BM";"AGBM, BMMat, BIOMAS";"Plant";"Aboveground biomass at maturity";;"WIPO:0010004";"CO_321:1021070";"Post harvest direct measure";"Estimation";"Unavailable method description";;;"CO_321:1030003";"g/m2";"Numerical";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000026";"D.Z00_jj/mm/aa";"Sowing date (Z00)";;"Z.00 (Dry seed)";;"WIPO:0000026";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_715:0000007";"Sowing date";"Phenological";;;;;"Study";"event";;;"CO_321:1020018";"Direct measure";"Measurement";;;;"CO_321:1030007";"jj/mm/aa ";"Time";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000029";"D.Z10_jj/mm/aa";"Plant emergence (Z10)";;"Z10 (First leaf through coleoptile)";;"WIPO:0000029";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:0000021";"Emergence time";"Phenological";;"Plant emergence";;;"plant";"emergence";;;"CO_321:1020018";"Direct measure";"Measurement";;;;"CO_321:1030008";"jj/mm/aa";"Time";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000032";"D.Z30_jj/mm/aa";"Ear at 1cm (Z30)";;"Z30 (Pseudostem (youngest leaf sheath erection))";;"WIPO:0000032";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010104";"Ear at 1cm";"Phenological";;;;;"plant";"ear time";;;"CO_321:1021067";"Visual estimation";"Estimation";"Unavailable method description";;;"CO_321:1030008";"jj/mm/aa";"Time";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000035";"D.Z55_jj/mm/aa";"Ear emergence (Z55) / D.Z55.DAYS_SUM_jj/mm/aa";;"Z55 (Ear half emerged)";;"WIPO:0000035";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010012";"Ear emergence";"Phenological";;;;;"ear";"emergence";;;"CO_321:1020005";"Direct measure spike";"Measurement";"Arvalis methode: 50% spikes half emerged";;;"CO_321:1030008";"jj/mm/aa";"Time";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000036";"D.Z55_d";"Ear emergence (Z55) / D.Z55.DAYS_SUM_d";;"Z55 (Ear half emerged)";;"WIPO:0000036";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010012";"Ear emergence";"Phenological";;;;;"ear";"emergence";;;"CO_321:1020005";"Direct measure spike";"Measurement";"Arvalis methode: 50% spikes half emerged";;;"CO_321:1030012";"d";"Duration";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000037";"D.Z55_dd";"Ear emergence (Z55) / D.Z55.DAYS_SUM_dd";;"Z55 (Ear half emerged)";;"WIPO:0000037";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010012";"Ear emergence";"Phenological";;;;;"ear";"emergence";;;"CO_321:1020005";"Direct measure spike";"Measurement";"Arvalis methode: 50% spikes half emerged";;;"CO_321:1030013";"dd";"Duration";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:1000038";"D.Z65_jj/mm/aa";"Flowering date (Z65)";;"Z65 (Anthesis half-way (anthers occurring half way to tip and base of ear))";;"WIPO:0000038";"INRAE";"Jacques Le Gouis";"15/06/2016";"EN";"Wheat";"CO_321:1010013";"Flowering date";"Phenological";;;;;"plant";"flower time";;;"CO_321:1020006";"Direct measure spikes stamen";"Measurement";"Arvalis methode: 50% spikes visible stamen";;;"CO_321:1030008";"jj/mm/aa";"Time";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
